"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Aggregate): Total","2022",1774.865,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Aggregate): Less than 6 months","2022",1050.576,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Aggregate): 6 months to less than 12 months","2022",348.094,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Aggregate): 12 months or more","2022",270.662,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Aggregate): Not elsewhere classified","2022",105.533,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Aggregate): Total","2022",1617.536,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Aggregate): Less than 6 months","2022",867.668,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Aggregate): 6 months to less than 12 months","2022",258.522,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Aggregate): 12 months or more","2022",386.087,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Aggregate): Not elsewhere classified","2022",105.259,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Aggregate): Total","2022",2113.358,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Aggregate): Less than 6 months","2022",1241.031,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Aggregate): 6 months to less than 12 months","2022",371.16,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Aggregate): 12 months or more","2022",367.02,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Aggregate): Not elsewhere classified","2022",134.146,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Aggregate): Total","2022",2097.441,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Aggregate): Less than 6 months","2022",1228.318,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Aggregate): 6 months to less than 12 months","2022",370.722,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Aggregate): 12 months or more","2022",364.91,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Aggregate): Not elsewhere classified","2022",133.491,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Aggregate): Total","2022",1174.106,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Aggregate): Less than 6 months","2022",710.506,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Aggregate): 6 months to less than 12 months","2022",226.772,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Aggregate): 12 months or more","2022",164.397,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Aggregate): Not elsewhere classified","2022",72.432,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 25+","Duration (Aggregate): Total","2022",939.252,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 25+","Duration (Aggregate): Less than 6 months","2022",530.526,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 25+","Duration (Aggregate): 6 months to less than 12 months","2022",144.388,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 25+","Duration (Aggregate): 12 months or more","2022",202.624,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 25+","Duration (Aggregate): Not elsewhere classified","2022",61.714,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15+","Duration (Aggregate): Total","2022",1279.043,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15+","Duration (Aggregate): Less than 6 months","2022",677.212,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15+","Duration (Aggregate): 6 months to less than 12 months","2022",235.456,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15+","Duration (Aggregate): 12 months or more","2022",289.729,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15+","Duration (Aggregate): Not elsewhere classified","2022",76.646,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-64","Duration (Aggregate): Total","2022",1273.571,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-64","Duration (Aggregate): Less than 6 months","2022",673.235,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-64","Duration (Aggregate): 6 months to less than 12 months","2022",234.996,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-64","Duration (Aggregate): 12 months or more","2022",289.121,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-64","Duration (Aggregate): Not elsewhere classified","2022",76.219,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-24","Duration (Aggregate): Total","2022",600.759,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-24","Duration (Aggregate): Less than 6 months","2022",340.07,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-24","Duration (Aggregate): 6 months to less than 12 months","2022",121.323,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-24","Duration (Aggregate): 12 months or more","2022",106.266,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 15-24","Duration (Aggregate): Not elsewhere classified","2022",33.101,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 25+","Duration (Aggregate): Total","2022",678.284,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 25+","Duration (Aggregate): Less than 6 months","2022",337.142,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 25+","Duration (Aggregate): 6 months to less than 12 months","2022",114.134,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 25+","Duration (Aggregate): 12 months or more","2022",183.463,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Female","Age (Youth, adults): 25+","Duration (Aggregate): Not elsewhere classified","2022",43.545,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15+","Duration (Detailed): Total","2022",3392.401,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15+","Duration (Detailed): Less than 1 month","2022",617.35,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15+","Duration (Detailed): 1 month to less than 3 months","2022",708.228,,"Nonstandard duration of unemployment: Including 3 months to less than 6 months",,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15+","Duration (Detailed): 3 months to less than 6 months","2022",592.666,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15+","Duration (Detailed): 6 months to less than 12 months","2022",606.616,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15+","Duration (Detailed): 12 months to less than 24 months","2022",391.615,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15+","Duration (Detailed): 24 months or more","2022",265.134,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15+","Duration (Detailed): Not elsewhere classified","2022",210.792,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-64","Duration (Detailed): Total","2022",3371.012,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-64","Duration (Detailed): Less than 1 month","2022",608.149,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-64","Duration (Detailed): 1 month to less than 3 months","2022",703.447,,"Nonstandard duration of unemployment: Including 3 months to less than 6 months",,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-64","Duration (Detailed): 3 months to less than 6 months","2022",589.956,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-64","Duration (Detailed): 6 months to less than 12 months","2022",605.718,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-64","Duration (Detailed): 12 months to less than 24 months","2022",390.222,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-64","Duration (Detailed): 24 months or more","2022",263.809,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-64","Duration (Detailed): Not elsewhere classified","2022",209.711,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Detailed): Total","2022",1774.865,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Detailed): Less than 1 month","2022",321.27,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Detailed): 1 month to less than 3 months","2022",393.262,,"Nonstandard duration of unemployment: Including 3 months to less than 6 months",,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Detailed): 3 months to less than 6 months","2022",336.043,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Detailed): 6 months to less than 12 months","2022",348.094,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Detailed): 12 months to less than 24 months","2022",181.808,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Detailed): 24 months or more","2022",88.854,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 15-24","Duration (Detailed): Not elsewhere classified","2022",105.533,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Detailed): Total","2022",1617.536,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Detailed): Less than 1 month","2022",296.08,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Detailed): 1 month to less than 3 months","2022",314.966,,"Nonstandard duration of unemployment: Including 3 months to less than 6 months",,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Detailed): 3 months to less than 6 months","2022",256.622,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Detailed): 6 months to less than 12 months","2022",258.522,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Detailed): 12 months to less than 24 months","2022",209.807,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Detailed): 24 months or more","2022",176.28,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Total","Age (Youth, adults): 25+","Duration (Detailed): Not elsewhere classified","2022",105.259,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Detailed): Total","2022",2113.358,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Detailed): Less than 1 month","2022",454.786,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Detailed): 1 month to less than 3 months","2022",436.096,,"Nonstandard duration of unemployment: Including 3 months to less than 6 months",,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Detailed): 3 months to less than 6 months","2022",350.149,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Detailed): 6 months to less than 12 months","2022",371.16,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Detailed): 12 months to less than 24 months","2022",231.429,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Detailed): 24 months or more","2022",135.592,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15+","Duration (Detailed): Not elsewhere classified","2022",134.146,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Detailed): Total","2022",2097.441,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Detailed): Less than 1 month","2022",447.246,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Detailed): 1 month to less than 3 months","2022",432.521,,"Nonstandard duration of unemployment: Including 3 months to less than 6 months",,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Detailed): 3 months to less than 6 months","2022",348.551,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Detailed): 6 months to less than 12 months","2022",370.722,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Detailed): 12 months to less than 24 months","2022",230.036,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Detailed): 24 months or more","2022",134.874,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-64","Duration (Detailed): Not elsewhere classified","2022",133.491,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Detailed): Total","2022",1174.106,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Detailed): Less than 1 month","2022",243.209,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Detailed): 1 month to less than 3 months","2022",252.256,,"Nonstandard duration of unemployment: Including 3 months to less than 6 months",,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Detailed): 3 months to less than 6 months","2022",215.04,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Detailed): 6 months to less than 12 months","2022",226.772,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Detailed): 12 months to less than 24 months","2022",114.163,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Detailed): 24 months or more","2022",50.233,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 15-24","Duration (Detailed): Not elsewhere classified","2022",72.432,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 25+","Duration (Detailed): Total","2022",939.252,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 25+","Duration (Detailed): Less than 1 month","2022",211.577,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Unemployment by sex, age and duration (thousands)","Sex: Male","Age (Youth, adults): 25+","Duration (Detailed): 1 month to less than 3 months","2022",183.84,,"Nonstandard duration of unemployment: Including 3 months to less than 6 months",,"Repository: ILO-STATISTICS - Micro data processing"
